,game_location,game_season,game_year,discipline_title,event_gender,medal_type,participant_type,country_name,country_3_letter_code,year,population,gdp
2122,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Belarus,BLR,2016.0,9469379.0,47722657820.6675
2124,Brazil,Summer,2016,Wrestling,Men,GOLD,Athlete,Cuba,CUB,2016.0,11335108.0,91370000000.0
2125,Brazil,Summer,2016,Wrestling,Men,SILVER,Athlete,Turkey,TUR,2016.0,79827868.0,869692960365.551
2126,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2127,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2128,Brazil,Summer,2016,Wrestling,Women,GOLD,Athlete,Canada,CAN,2016.0,36109487.0,1527994741907.43
2129,Brazil,Summer,2016,Wrestling,Women,SILVER,Athlete,Kazakhstan,KAZ,2016.0,17794055.0,137278320084.171
2130,Brazil,Summer,2016,Wrestling,Women,BRONZE,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2131,Brazil,Summer,2016,Wrestling,Women,BRONZE,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2132,Brazil,Summer,2016,Wrestling,Men,GOLD,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2133,Brazil,Summer,2016,Wrestling,Men,SILVER,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2134,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Italy,ITA,2016.0,60627498.0,1875797463583.87
2135,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2136,Brazil,Summer,2016,Wrestling,Men,GOLD,Athlete,Armenia,ARM,2016.0,2936147.0,10546135160.031
2137,Brazil,Summer,2016,Wrestling,Men,SILVER,Athlete,Cuba,CUB,2016.0,11335108.0,91370000000.0
2138,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Turkey,TUR,2016.0,79827868.0,869692960365.551
2140,Brazil,Summer,2016,Wrestling,Women,GOLD,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2141,Brazil,Summer,2016,Wrestling,Women,SILVER,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2142,Brazil,Summer,2016,Wrestling,Women,BRONZE,Athlete,Tunisia,TUN,2016.0,11303942.0,44360775649.1664
2143,Brazil,Summer,2016,Wrestling,Women,BRONZE,Athlete,India,IND,2016.0,1324517250.0,2294797980509.01
2144,Brazil,Summer,2016,Wrestling,Men,GOLD,Athlete,Turkey,TUR,2016.0,79827868.0,869692960365.551
2146,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Belarus,BLR,2016.0,9469379.0,47722657820.6675
2147,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Georgia,GEO,2016.0,3727505.0,15141758566.7808
2148,Brazil,Summer,2016,Wrestling,Women,GOLD,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2149,Brazil,Summer,2016,Wrestling,Women,SILVER,Athlete,Belarus,BLR,2016.0,9469379.0,47722657820.6675
2150,Brazil,Summer,2016,Wrestling,Women,BRONZE,Athlete,Kazakhstan,KAZ,2016.0,17794055.0,137278320084.171
2151,Brazil,Summer,2016,Wrestling,Women,BRONZE,Athlete,Poland,POL,2016.0,37970087.0,472630364208.177
2152,Brazil,Summer,2016,Wrestling,Men,GOLD,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2154,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Republic of Korea,KOR,2016.0,51217803.0,1500111596236.37
2156,Brazil,Summer,2016,Wrestling,Men,GOLD,Athlete,Georgia,GEO,2016.0,3727505.0,15141758566.7808
2157,Brazil,Summer,2016,Wrestling,Men,SILVER,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2158,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2160,Brazil,Summer,2016,Wrestling,Men,GOLD,Athlete,Serbia,SRB,2016.0,7058322.0,40692643373.0327
2161,Brazil,Summer,2016,Wrestling,Men,SILVER,Athlete,Armenia,ARM,2016.0,2936147.0,10546135160.031
2162,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Georgia,GEO,2016.0,3727505.0,15141758566.7808
2163,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2164,Brazil,Summer,2016,Wrestling,Men,GOLD,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2165,Brazil,Summer,2016,Wrestling,Men,SILVER,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2166,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Romania,ROU,2016.0,19702267.0,188128818486.401
2167,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2169,Brazil,Summer,2016,Wrestling,Men,SILVER,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2170,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2171,Brazil,Summer,2016,Wrestling,Men,BRONZE,Athlete,Turkey,TUR,2016.0,79827868.0,869692960365.551
2172,Brazil,Summer,2016,Synchronized Swimming,Women,GOLD,GameTeam,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2173,Brazil,Summer,2016,Synchronized Swimming,Women,GOLD,GameTeam,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2174,Brazil,Summer,2016,Synchronized Swimming,Women,SILVER,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2175,Brazil,Summer,2016,Synchronized Swimming,Women,SILVER,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2176,Brazil,Summer,2016,Synchronized Swimming,Women,BRONZE,GameTeam,Japan,JPN,2016.0,126994511.0,5003677627544.24
2177,Brazil,Summer,2016,Synchronized Swimming,Women,BRONZE,GameTeam,Japan,JPN,2016.0,126994511.0,5003677627544.24
2178,Brazil,Summer,2016,Synchronized Swimming,Women,GOLD,GameTeam,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2179,Brazil,Summer,2016,Synchronized Swimming,Women,SILVER,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2180,Brazil,Summer,2016,Synchronized Swimming,Women,BRONZE,GameTeam,Japan,JPN,2016.0,126994511.0,5003677627544.24
2181,Brazil,Summer,2016,Volleyball,Women,GOLD,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2182,Brazil,Summer,2016,Volleyball,Women,SILVER,GameTeam,Serbia,SRB,2016.0,7058322.0,40692643373.0327
2183,Brazil,Summer,2016,Volleyball,Women,BRONZE,GameTeam,United States of America,USA,2016.0,323071755.0,18745075687000.0
2184,Brazil,Summer,2016,Volleyball,Men,GOLD,GameTeam,Brazil,BRA,2016.0,206163056.0,1795693265810.23
2185,Brazil,Summer,2016,Volleyball,Men,SILVER,GameTeam,Italy,ITA,2016.0,60627498.0,1875797463583.87
2186,Brazil,Summer,2016,Volleyball,Men,BRONZE,GameTeam,United States of America,USA,2016.0,323071755.0,18745075687000.0
2189,Brazil,Summer,2016,Sailing,Men,SILVER,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
2190,Brazil,Summer,2016,Sailing,Men,SILVER,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
2193,Brazil,Summer,2016,Sailing,Men,GOLD,Athlete,Australia,AUS,2016.0,24190907.0,1206685107002.47
2195,Brazil,Summer,2016,Sailing,Men,BRONZE,Athlete,New Zealand,NZL,2016.0,4714100.0,188943457301.474
2196,Brazil,Summer,2016,Sailing,Women,GOLD,GameTeam,Brazil,BRA,2016.0,206163056.0,1795693265810.23
2197,Brazil,Summer,2016,Sailing,Women,GOLD,GameTeam,Brazil,BRA,2016.0,206163056.0,1795693265810.23
2198,Brazil,Summer,2016,Sailing,Women,SILVER,GameTeam,New Zealand,NZL,2016.0,4714100.0,188943457301.474
2199,Brazil,Summer,2016,Sailing,Women,SILVER,GameTeam,New Zealand,NZL,2016.0,4714100.0,188943457301.474
2202,Brazil,Summer,2016,Sailing,Women,GOLD,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2203,Brazil,Summer,2016,Sailing,Women,SILVER,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2204,Brazil,Summer,2016,Sailing,Women,BRONZE,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2206,Brazil,Summer,2016,Sailing,Men,SILVER,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2207,Brazil,Summer,2016,Sailing,Men,BRONZE,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2208,Brazil,Summer,2016,Sailing,Women,GOLD,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2209,Brazil,Summer,2016,Sailing,Women,GOLD,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2210,Brazil,Summer,2016,Sailing,Women,SILVER,GameTeam,New Zealand,NZL,2016.0,4714100.0,188943457301.474
2211,Brazil,Summer,2016,Sailing,Women,SILVER,GameTeam,New Zealand,NZL,2016.0,4714100.0,188943457301.474
2212,Brazil,Summer,2016,Sailing,Women,BRONZE,GameTeam,France,FRA,2016.0,66724104.0,2471285607081.72
2213,Brazil,Summer,2016,Sailing,Women,BRONZE,GameTeam,France,FRA,2016.0,66724104.0,2471285607081.72
2214,Brazil,Summer,2016,Sailing,Men,GOLD,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2216,Brazil,Summer,2016,Sailing,Men,BRONZE,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2217,Brazil,Summer,2016,Sailing,Men,GOLD,GameTeam,New Zealand,NZL,2016.0,4714100.0,188943457301.474
2218,Brazil,Summer,2016,Sailing,Men,GOLD,GameTeam,New Zealand,NZL,2016.0,4714100.0,188943457301.474
2219,Brazil,Summer,2016,Sailing,Men,SILVER,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
2220,Brazil,Summer,2016,Sailing,Men,SILVER,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
2223,Brazil,Summer,2016,Sailing,Mixed,GOLD,GameTeam,Argentina,ARG,2016.0,43590368.0,557531376217.967
2224,Brazil,Summer,2016,Sailing,Mixed,GOLD,GameTeam,Argentina,ARG,2016.0,43590368.0,557531376217.967
2225,Brazil,Summer,2016,Sailing,Mixed,SILVER,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
2226,Brazil,Summer,2016,Sailing,Mixed,SILVER,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
2227,Brazil,Summer,2016,Sailing,Mixed,BRONZE,GameTeam,Austria,AUT,2016.0,8736668.0,395568644341.038
2228,Brazil,Summer,2016,Sailing,Mixed,BRONZE,GameTeam,Austria,AUT,2016.0,8736668.0,395568644341.038
2230,Brazil,Summer,2016,Sailing,Women,SILVER,Athlete,Ireland,IRL,2016.0,4755335.0,298725229419.215
2232,Brazil,Summer,2016,Trampoline,Men,GOLD,Athlete,Belarus,BLR,2016.0,9469379.0,47722657820.6675
2233,Brazil,Summer,2016,Trampoline,Men,SILVER,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2234,Brazil,Summer,2016,Trampoline,Men,BRONZE,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2235,Brazil,Summer,2016,Trampoline,Women,GOLD,Athlete,Canada,CAN,2016.0,36109487.0,1527994741907.43
2236,Brazil,Summer,2016,Trampoline,Women,SILVER,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2237,Brazil,Summer,2016,Trampoline,Women,BRONZE,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2238,Brazil,Summer,2016,Hockey,Women,GOLD,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2241,Brazil,Summer,2016,Hockey,Men,GOLD,GameTeam,Argentina,ARG,2016.0,43590368.0,557531376217.967
2242,Brazil,Summer,2016,Hockey,Men,SILVER,GameTeam,Belgium,BEL,2016.0,11331422.0,475739588764.759
2244,Brazil,Summer,2016,Cycling Road,Men,GOLD,Athlete,Belgium,BEL,2016.0,11331422.0,475739588764.759
2246,Brazil,Summer,2016,Cycling Road,Men,BRONZE,Athlete,Poland,POL,2016.0,37970087.0,472630364208.177
2247,Brazil,Summer,2016,Cycling Road,Women,GOLD,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2248,Brazil,Summer,2016,Cycling Road,Women,SILVER,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2251,Brazil,Summer,2016,Cycling Road,Women,SILVER,Athlete,Sweden,SWE,2016.0,9923085.0,515654671469.547
2252,Brazil,Summer,2016,Cycling Road,Women,BRONZE,Athlete,Italy,ITA,2016.0,60627498.0,1875797463583.87
2255,Brazil,Summer,2016,Cycling Road,Men,BRONZE,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2257,Brazil,Summer,2016,Handball,Men,SILVER,GameTeam,France,FRA,2016.0,66724104.0,2471285607081.72
2259,Brazil,Summer,2016,Handball,Women,GOLD,GameTeam,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2260,Brazil,Summer,2016,Handball,Women,SILVER,GameTeam,France,FRA,2016.0,66724104.0,2471285607081.72
2261,Brazil,Summer,2016,Handball,Women,BRONZE,GameTeam,Norway,NOR,2016.0,5234519.0,368827142857.143
2262,Brazil,Summer,2016,Diving,Women,GOLD,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2263,Brazil,Summer,2016,Diving,Women,GOLD,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2266,Brazil,Summer,2016,Diving,Women,BRONZE,GameTeam,Canada,CAN,2016.0,36109487.0,1527994741907.43
2267,Brazil,Summer,2016,Diving,Women,BRONZE,GameTeam,Canada,CAN,2016.0,36109487.0,1527994741907.43
2268,Brazil,Summer,2016,Diving,Women,GOLD,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2269,Brazil,Summer,2016,Diving,Women,SILVER,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2270,Brazil,Summer,2016,Diving,Women,BRONZE,Athlete,Canada,CAN,2016.0,36109487.0,1527994741907.43
2271,Brazil,Summer,2016,Diving,Men,GOLD,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2272,Brazil,Summer,2016,Diving,Men,SILVER,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2274,Brazil,Summer,2016,Diving,Men,GOLD,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2275,Brazil,Summer,2016,Diving,Men,GOLD,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2276,Brazil,Summer,2016,Diving,Men,SILVER,GameTeam,United States of America,USA,2016.0,323071755.0,18745075687000.0
2277,Brazil,Summer,2016,Diving,Men,SILVER,GameTeam,United States of America,USA,2016.0,323071755.0,18745075687000.0
2278,Brazil,Summer,2016,Diving,Men,BRONZE,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2279,Brazil,Summer,2016,Diving,Men,BRONZE,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2280,Brazil,Summer,2016,Diving,Men,GOLD,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2281,Brazil,Summer,2016,Diving,Men,SILVER,Athlete,Mexico,MEX,2016.0,123333379.0,1078490651625.31
2282,Brazil,Summer,2016,Diving,Men,BRONZE,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2283,Brazil,Summer,2016,Diving,Men,GOLD,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2284,Brazil,Summer,2016,Diving,Men,GOLD,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2285,Brazil,Summer,2016,Diving,Men,SILVER,GameTeam,United States of America,USA,2016.0,323071755.0,18745075687000.0
2286,Brazil,Summer,2016,Diving,Men,SILVER,GameTeam,United States of America,USA,2016.0,323071755.0,18745075687000.0
2287,Brazil,Summer,2016,Diving,Men,BRONZE,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2288,Brazil,Summer,2016,Diving,Men,BRONZE,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2289,Brazil,Summer,2016,Diving,Women,GOLD,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2290,Brazil,Summer,2016,Diving,Women,GOLD,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2291,Brazil,Summer,2016,Diving,Women,SILVER,GameTeam,Italy,ITA,2016.0,60627498.0,1875797463583.87
2292,Brazil,Summer,2016,Diving,Women,SILVER,GameTeam,Italy,ITA,2016.0,60627498.0,1875797463583.87
2293,Brazil,Summer,2016,Diving,Women,BRONZE,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
2294,Brazil,Summer,2016,Diving,Women,BRONZE,GameTeam,Australia,AUS,2016.0,24190907.0,1206685107002.47
2295,Brazil,Summer,2016,Diving,Women,GOLD,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2296,Brazil,Summer,2016,Diving,Women,SILVER,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2297,Brazil,Summer,2016,Diving,Women,BRONZE,Athlete,Italy,ITA,2016.0,60627498.0,1875797463583.87
2302,Brazil,Summer,2016,Badminton,Mixed,BRONZE,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2303,Brazil,Summer,2016,Badminton,Mixed,BRONZE,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2304,Brazil,Summer,2016,Badminton,Men,GOLD,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2307,Brazil,Summer,2016,Badminton,Men,GOLD,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2308,Brazil,Summer,2016,Badminton,Men,GOLD,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2311,Brazil,Summer,2016,Badminton,Men,BRONZE,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2312,Brazil,Summer,2016,Badminton,Men,BRONZE,GameTeam,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2313,Brazil,Summer,2016,Badminton,Women,GOLD,Athlete,Spain,ESP,2016.0,46484062.0,1232076017361.53
2314,Brazil,Summer,2016,Badminton,Women,SILVER,Athlete,India,IND,2016.0,1324517250.0,2294797980509.01
2315,Brazil,Summer,2016,Badminton,Women,BRONZE,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2316,Brazil,Summer,2016,Badminton,Women,GOLD,GameTeam,Japan,JPN,2016.0,126994511.0,5003677627544.24
2317,Brazil,Summer,2016,Badminton,Women,GOLD,GameTeam,Japan,JPN,2016.0,126994511.0,5003677627544.24
2320,Brazil,Summer,2016,Badminton,Women,BRONZE,GameTeam,Republic of Korea,KOR,2016.0,51217803.0,1500111596236.37
2321,Brazil,Summer,2016,Badminton,Women,BRONZE,GameTeam,Republic of Korea,KOR,2016.0,51217803.0,1500111596236.37
2322,Brazil,Summer,2016,Table Tennis,Men,GOLD,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2323,Brazil,Summer,2016,Table Tennis,Men,SILVER,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2324,Brazil,Summer,2016,Table Tennis,Men,BRONZE,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2325,Brazil,Summer,2016,Table Tennis,Women,GOLD,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2326,Brazil,Summer,2016,Table Tennis,Women,SILVER,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2328,Brazil,Summer,2016,Table Tennis,Men,GOLD,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2329,Brazil,Summer,2016,Table Tennis,Men,SILVER,GameTeam,Japan,JPN,2016.0,126994511.0,5003677627544.24
2331,Brazil,Summer,2016,Table Tennis,Women,GOLD,GameTeam,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2333,Brazil,Summer,2016,Table Tennis,Women,BRONZE,GameTeam,Japan,JPN,2016.0,126994511.0,5003677627544.24
2334,Brazil,Summer,2016,Judo,Women,GOLD,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2335,Brazil,Summer,2016,Judo,Women,SILVER,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2336,Brazil,Summer,2016,Judo,Women,BRONZE,Athlete,Brazil,BRA,2016.0,206163056.0,1795693265810.23
2338,Brazil,Summer,2016,Judo,Women,GOLD,Athlete,Argentina,ARG,2016.0,43590368.0,557531376217.967
2339,Brazil,Summer,2016,Judo,Women,SILVER,Athlete,Republic of Korea,KOR,2016.0,51217803.0,1500111596236.37
2340,Brazil,Summer,2016,Judo,Women,BRONZE,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2341,Brazil,Summer,2016,Judo,Women,BRONZE,Athlete,Kazakhstan,KAZ,2016.0,17794055.0,137278320084.171
2342,Brazil,Summer,2016,Judo,Men,GOLD,Athlete,Italy,ITA,2016.0,60627498.0,1875797463583.87
2343,Brazil,Summer,2016,Judo,Men,SILVER,Athlete,Republic of Korea,KOR,2016.0,51217803.0,1500111596236.37
2344,Brazil,Summer,2016,Judo,Men,BRONZE,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2345,Brazil,Summer,2016,Judo,Men,BRONZE,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2346,Brazil,Summer,2016,Judo,Women,GOLD,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2347,Brazil,Summer,2016,Judo,Women,SILVER,Athlete,Colombia,COL,2016.0,48175048.0,282825009887.458
2348,Brazil,Summer,2016,Judo,Women,BRONZE,Athlete,Great Britain,GBR,2016.0,65611593.0,2722851958486.23
2350,Brazil,Summer,2016,Judo,Women,GOLD,Athlete,Brazil,BRA,2016.0,206163056.0,1795693265810.23
2353,Brazil,Summer,2016,Judo,Women,BRONZE,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2354,Brazil,Summer,2016,Judo,Men,GOLD,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2355,Brazil,Summer,2016,Judo,Men,SILVER,Athlete,Georgia,GEO,2016.0,3727505.0,15141758566.7808
2356,Brazil,Summer,2016,Judo,Men,BRONZE,Athlete,Republic of Korea,KOR,2016.0,51217803.0,1500111596236.37
2357,Brazil,Summer,2016,Judo,Men,BRONZE,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
2358,Brazil,Summer,2016,Judo,Men,GOLD,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2359,Brazil,Summer,2016,Judo,Men,SILVER,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2360,Brazil,Summer,2016,Judo,Men,BRONZE,Athlete,Brazil,BRA,2016.0,206163056.0,1795693265810.23
2361,Brazil,Summer,2016,Judo,Men,BRONZE,Athlete,Israel,ISR,2016.0,8546000.0,319024417316.889
2362,Brazil,Summer,2016,Judo,Men,GOLD,Athlete,Czech Republic,CZE,2016.0,10566332.0,196272068576.338
2363,Brazil,Summer,2016,Judo,Men,SILVER,Athlete,Azerbaijan,AZE,2016.0,9757812.0,37867518957.1975
2364,Brazil,Summer,2016,Judo,Men,BRONZE,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2365,Brazil,Summer,2016,Judo,Men,BRONZE,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2366,Brazil,Summer,2016,Judo,Men,GOLD,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2367,Brazil,Summer,2016,Judo,Men,SILVER,Athlete,Kazakhstan,KAZ,2016.0,17794055.0,137278320084.171
2368,Brazil,Summer,2016,Judo,Men,BRONZE,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2369,Brazil,Summer,2016,Judo,Men,BRONZE,Athlete,Uzbekistan,UZB,2016.0,31847900.0,86138288615.1218
2370,Brazil,Summer,2016,Judo,Men,GOLD,Athlete,Russian Federation,RUS,2016.0,144342397.0,1276786979221.81
2371,Brazil,Summer,2016,Judo,Men,SILVER,Athlete,United States of America,USA,2016.0,323071755.0,18745075687000.0
2373,Brazil,Summer,2016,Judo,Men,BRONZE,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2375,Brazil,Summer,2016,Judo,Women,SILVER,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2376,Brazil,Summer,2016,Judo,Women,BRONZE,Athlete,Israel,ISR,2016.0,8546000.0,319024417316.889
2378,Brazil,Summer,2016,Judo,Women,GOLD,Athlete,France,FRA,2016.0,66724104.0,2471285607081.72
2379,Brazil,Summer,2016,Judo,Women,SILVER,Athlete,Cuba,CUB,2016.0,11335108.0,91370000000.0
2380,Brazil,Summer,2016,Judo,Women,BRONZE,Athlete,Japan,JPN,2016.0,126994511.0,5003677627544.24
2381,Brazil,Summer,2016,Judo,Women,BRONZE,Athlete,People's Republic of China,CHN,2016.0,1387790000.0,11233276536744.7
