,game_location,game_season,game_year,discipline_title,event_gender,medal_type,participant_type,country_name,country_3_letter_code,year,population,gdp
10238,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10239,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10240,Republic of Korea,Summer,1988,Athletics,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10241,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10242,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10243,Republic of Korea,Summer,1988,Athletics,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10244,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,Senegal,SEN,1988.0,7086624.0,6418419798.13177
10245,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10246,Republic of Korea,Summer,1988,Athletics,Men,GOLD,Athlete,Kenya,KEN,1988.0,22153685.0,8355380879.12955
10247,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,Brazil,BRA,1988.0,143627505.0,308333568571.493
10248,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,Morocco,MAR,1988.0,23903592.0,25705296183.5037
10249,Republic of Korea,Summer,1988,Athletics,Women,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10250,Republic of Korea,Summer,1988,Athletics,Women,SILVER,Athlete,Jamaica,JAM,1988.0,2389415.0,3828310734.97795
10252,Republic of Korea,Summer,1988,Athletics,Men,GOLD,Athlete,Italy,ITA,1988.0,56629288.0,891608957155.608
10253,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,Kenya,KEN,1988.0,22153685.0,8355380879.12955
10254,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,Djibouti,DJI,1988.0,528993.0,395794538.630775
10255,Republic of Korea,Summer,1988,Athletics,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10256,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10257,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10262,Republic of Korea,Summer,1988,Athletics,Women,SILVER,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10264,Republic of Korea,Summer,1988,Athletics,Women,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10265,Republic of Korea,Summer,1988,Athletics,Women,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10272,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,Canada,CAN,1988.0,26791747.0,507354351182.254
10273,Republic of Korea,Summer,1988,Athletics,Women,GOLD,Athlete,Australia,AUS,1988.0,16532200.0,236065919674.04
10277,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10283,Republic of Korea,Summer,1988,Athletics,Men,SILVER,GameTeam,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10284,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,GameTeam,France,FRA,1988.0,57627106.0,1018847043277.17
10285,Republic of Korea,Summer,1988,Athletics,Men,GOLD,Athlete,Morocco,MAR,1988.0,23903592.0,25705296183.5037
10286,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,Italy,ITA,1988.0,56629288.0,891608957155.608
10287,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,Kenya,KEN,1988.0,22153685.0,8355380879.12955
10288,Republic of Korea,Summer,1988,Athletics,Men,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10289,Republic of Korea,Summer,1988,Athletics,Men,SILVER,GameTeam,Jamaica,JAM,1988.0,2389415.0,3828310734.97795
10293,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,Italy,ITA,1988.0,56629288.0,891608957155.608
10294,Republic of Korea,Summer,1988,Athletics,Men,GOLD,Athlete,Kenya,KEN,1988.0,22153685.0,8355380879.12955
10295,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,Kenya,KEN,1988.0,22153685.0,8355380879.12955
10296,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10298,Republic of Korea,Summer,1988,Athletics,Women,SILVER,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10300,Republic of Korea,Summer,1988,Athletics,Men,GOLD,Athlete,Kenya,KEN,1988.0,22153685.0,8355380879.12955
10313,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10314,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,Sweden,SWE,1988.0,8436489.0,206986674500.588
10317,Republic of Korea,Summer,1988,Athletics,Women,SILVER,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10318,Republic of Korea,Summer,1988,Athletics,Women,BRONZE,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10322,Republic of Korea,Summer,1988,Athletics,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10323,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10324,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,Brazil,BRA,1988.0,143627505.0,308333568571.493
10325,Republic of Korea,Summer,1988,Athletics,Men,GOLD,Athlete,Kenya,KEN,1988.0,22153685.0,8355380879.12955
10326,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10328,Republic of Korea,Summer,1988,Athletics,Women,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10333,Republic of Korea,Summer,1988,Athletics,Women,BRONZE,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10334,Republic of Korea,Summer,1988,Athletics,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10335,Republic of Korea,Summer,1988,Athletics,Men,SILVER,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10336,Republic of Korea,Summer,1988,Athletics,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10337,Republic of Korea,Summer,1988,Athletics,Women,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10341,Republic of Korea,Summer,1988,Athletics,Women,SILVER,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10344,Republic of Korea,Summer,1988,Athletics,Women,SILVER,Athlete,Australia,AUS,1988.0,16532200.0,236065919674.04
10350,Republic of Korea,Summer,1988,Gymnastics Artistic,Women,SILVER,GameTeam,Romania,ROU,1988.0,23057662.0,40809523809.5238
10355,Republic of Korea,Summer,1988,Gymnastics Artistic,Men,BRONZE,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10356,Republic of Korea,Summer,1988,Gymnastics Artistic,Women,GOLD,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10362,Republic of Korea,Summer,1988,Gymnastics Artistic,Women,GOLD,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10365,Republic of Korea,Summer,1988,Gymnastics Artistic,Women,GOLD,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10367,Republic of Korea,Summer,1988,Gymnastics Artistic,Women,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10368,Republic of Korea,Summer,1988,Gymnastics Artistic,Women,BRONZE,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10374,Republic of Korea,Summer,1988,Gymnastics Artistic,Men,BRONZE,GameTeam,Japan,JPN,1988.0,122578000.0,3071683013178.91
10376,Republic of Korea,Summer,1988,Gymnastics Artistic,Women,SILVER,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10382,Republic of Korea,Summer,1988,Gymnastics Artistic,Women,SILVER,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10383,Republic of Korea,Summer,1988,Gymnastics Artistic,Women,BRONZE,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10384,Republic of Korea,Summer,1988,Gymnastics Artistic,Men,GOLD,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10386,Republic of Korea,Summer,1988,Gymnastics Artistic,Men,BRONZE,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10392,Republic of Korea,Summer,1988,Gymnastics Artistic,Men,BRONZE,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10393,Republic of Korea,Summer,1988,Gymnastics Artistic,Men,BRONZE,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
10394,Republic of Korea,Summer,1988,Fencing,Men,GOLD,GameTeam,France,FRA,1988.0,57627106.0,1018847043277.17
10397,Republic of Korea,Summer,1988,Fencing,Men,GOLD,Athlete,Italy,ITA,1988.0,56629288.0,891608957155.608
10401,Republic of Korea,Summer,1988,Fencing,Women,SILVER,GameTeam,Italy,ITA,1988.0,56629288.0,891608957155.608
10407,Republic of Korea,Summer,1988,Fencing,Men,SILVER,Athlete,France,FRA,1988.0,57627106.0,1018847043277.17
10411,Republic of Korea,Summer,1988,Fencing,Men,BRONZE,GameTeam,Italy,ITA,1988.0,56629288.0,891608957155.608
10415,Republic of Korea,Summer,1988,Fencing,Men,GOLD,Athlete,France,FRA,1988.0,57627106.0,1018847043277.17
10417,Republic of Korea,Summer,1988,Fencing,Men,BRONZE,Athlete,Italy,ITA,1988.0,56629288.0,891608957155.608
10422,Republic of Korea,Summer,1988,Canoe Sprint,Men,BRONZE,GameTeam,France,FRA,1988.0,57627106.0,1018847043277.17
10423,Republic of Korea,Summer,1988,Canoe Sprint,Men,BRONZE,GameTeam,France,FRA,1988.0,57627106.0,1018847043277.17
10430,Republic of Korea,Summer,1988,Canoe Sprint,Men,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10431,Republic of Korea,Summer,1988,Canoe Sprint,Men,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10432,Republic of Korea,Summer,1988,Canoe Sprint,Men,SILVER,GameTeam,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10433,Republic of Korea,Summer,1988,Canoe Sprint,Men,SILVER,GameTeam,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10434,Republic of Korea,Summer,1988,Canoe Sprint,Men,BRONZE,GameTeam,Australia,AUS,1988.0,16532200.0,236065919674.04
10435,Republic of Korea,Summer,1988,Canoe Sprint,Men,BRONZE,GameTeam,Australia,AUS,1988.0,16532200.0,236065919674.04
10436,Republic of Korea,Summer,1988,Canoe Sprint,Men,GOLD,GameTeam,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10437,Republic of Korea,Summer,1988,Canoe Sprint,Men,GOLD,GameTeam,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10457,Republic of Korea,Summer,1988,Canoe Sprint,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10458,Republic of Korea,Summer,1988,Canoe Sprint,Men,SILVER,Athlete,Australia,AUS,1988.0,16532200.0,236065919674.04
10468,Republic of Korea,Summer,1988,Canoe Sprint,Men,BRONZE,Athlete,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10470,Republic of Korea,Summer,1988,Rowing,Women,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10474,Republic of Korea,Summer,1988,Rowing,Women,BRONZE,GameTeam,Romania,ROU,1988.0,23057662.0,40809523809.5238
10476,Republic of Korea,Summer,1988,Rowing,Women,SILVER,GameTeam,Romania,ROU,1988.0,23057662.0,40809523809.5238
10477,Republic of Korea,Summer,1988,Rowing,Women,BRONZE,GameTeam,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10478,Republic of Korea,Summer,1988,Rowing,Men,GOLD,GameTeam,Italy,ITA,1988.0,56629288.0,891608957155.608
10479,Republic of Korea,Summer,1988,Rowing,Men,SILVER,GameTeam,Norway,NOR,1988.0,4209488.0,101900260856.222
10488,Republic of Korea,Summer,1988,Rowing,Men,SILVER,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10490,Republic of Korea,Summer,1988,Rowing,Men,GOLD,GameTeam,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10491,Republic of Korea,Summer,1988,Rowing,Men,GOLD,GameTeam,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10492,Republic of Korea,Summer,1988,Rowing,Men,SILVER,GameTeam,Romania,ROU,1988.0,23057662.0,40809523809.5238
10493,Republic of Korea,Summer,1988,Rowing,Men,SILVER,GameTeam,Romania,ROU,1988.0,23057662.0,40809523809.5238
10496,Republic of Korea,Summer,1988,Rowing,Women,GOLD,GameTeam,Romania,ROU,1988.0,23057662.0,40809523809.5238
10497,Republic of Korea,Summer,1988,Rowing,Women,GOLD,GameTeam,Romania,ROU,1988.0,23057662.0,40809523809.5238
10500,Republic of Korea,Summer,1988,Rowing,Women,BRONZE,GameTeam,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10501,Republic of Korea,Summer,1988,Rowing,Women,BRONZE,GameTeam,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10503,Republic of Korea,Summer,1988,Rowing,Men,SILVER,GameTeam,Romania,ROU,1988.0,23057662.0,40809523809.5238
10504,Republic of Korea,Summer,1988,Rowing,Men,BRONZE,GameTeam,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10507,Republic of Korea,Summer,1988,Rowing,Women,SILVER,GameTeam,Romania,ROU,1988.0,23057662.0,40809523809.5238
10510,Republic of Korea,Summer,1988,Rowing,Men,GOLD,GameTeam,Italy,ITA,1988.0,56629288.0,891608957155.608
10512,Republic of Korea,Summer,1988,Rowing,Men,BRONZE,GameTeam,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10514,Republic of Korea,Summer,1988,Rowing,Women,SILVER,GameTeam,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10515,Republic of Korea,Summer,1988,Rowing,Women,BRONZE,GameTeam,Romania,ROU,1988.0,23057662.0,40809523809.5238
10518,Republic of Korea,Summer,1988,Rowing,Men,BRONZE,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10521,Republic of Korea,Summer,1988,Rowing,Men,BRONZE,Athlete,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10524,Republic of Korea,Summer,1988,Basketball,Men,BRONZE,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10525,Republic of Korea,Summer,1988,Basketball,Women,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10529,Republic of Korea,Summer,1988,Football,Men,SILVER,GameTeam,Brazil,BRA,1988.0,143627505.0,308333568571.493
10533,Republic of Korea,Summer,1988,Cycling Road,Men,BRONZE,GameTeam,Sweden,SWE,1988.0,8436489.0,206986674500.588
10541,Republic of Korea,Summer,1988,Modern Pentathlon,Men,SILVER,Athlete,Italy,ITA,1988.0,56629288.0,891608957155.608
10544,Republic of Korea,Summer,1988,Modern Pentathlon,Men,SILVER,GameTeam,Italy,ITA,1988.0,56629288.0,891608957155.608
10545,Republic of Korea,Summer,1988,Modern Pentathlon,Men,BRONZE,GameTeam,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10548,Republic of Korea,Summer,1988,Cycling Track,Men,BRONZE,Athlete,Australia,AUS,1988.0,16532200.0,236065919674.04
10551,Republic of Korea,Summer,1988,Cycling Track,Women,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10554,Republic of Korea,Summer,1988,Cycling Track,Men,BRONZE,GameTeam,Australia,AUS,1988.0,16532200.0,236065919674.04
10556,Republic of Korea,Summer,1988,Cycling Track,Men,SILVER,Athlete,Australia,AUS,1988.0,16532200.0,236065919674.04
10559,Republic of Korea,Summer,1988,Cycling Track,Men,SILVER,Athlete,Australia,AUS,1988.0,16532200.0,236065919674.04
10565,Republic of Korea,Summer,1988,Equestrian Dressage,Open,SILVER,Athlete,France,FRA,1988.0,57627106.0,1018847043277.17
10569,Republic of Korea,Summer,1988,Equestrian Dressage,Open,BRONZE,GameTeam,Canada,CAN,1988.0,26791747.0,507354351182.254
10573,Republic of Korea,Summer,1988,Tennis,Women,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10574,Republic of Korea,Summer,1988,Tennis,Women,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10577,Republic of Korea,Summer,1988,Tennis,Women,BRONZE,GameTeam,Australia,AUS,1988.0,16532200.0,236065919674.04
10578,Republic of Korea,Summer,1988,Tennis,Women,BRONZE,GameTeam,Australia,AUS,1988.0,16532200.0,236065919674.04
10582,Republic of Korea,Summer,1988,Tennis,Women,SILVER,Athlete,Argentina,ARG,1988.0,31668939.0,126206817196.091
10583,Republic of Korea,Summer,1988,Tennis,Women,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10585,Republic of Korea,Summer,1988,Tennis,Men,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10586,Republic of Korea,Summer,1988,Tennis,Men,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10587,Republic of Korea,Summer,1988,Tennis,Men,SILVER,GameTeam,Spain,ESP,1988.0,38766939.0,376160409941.437
10588,Republic of Korea,Summer,1988,Tennis,Men,SILVER,GameTeam,Spain,ESP,1988.0,38766939.0,376160409941.437
10591,Republic of Korea,Summer,1988,Tennis,Men,BRONZE,GameTeam,Sweden,SWE,1988.0,8436489.0,206986674500.588
10592,Republic of Korea,Summer,1988,Tennis,Men,BRONZE,GameTeam,Sweden,SWE,1988.0,8436489.0,206986674500.588
10594,Republic of Korea,Summer,1988,Tennis,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10595,Republic of Korea,Summer,1988,Tennis,Men,BRONZE,Athlete,Sweden,SWE,1988.0,8436489.0,206986674500.588
10596,Republic of Korea,Summer,1988,Tennis,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10597,Republic of Korea,Summer,1988,Archery,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10598,Republic of Korea,Summer,1988,Archery,Men,SILVER,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10600,Republic of Korea,Summer,1988,Archery,Women,GOLD,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10601,Republic of Korea,Summer,1988,Archery,Women,SILVER,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10602,Republic of Korea,Summer,1988,Archery,Women,BRONZE,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10603,Republic of Korea,Summer,1988,Archery,Women,GOLD,GameTeam,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10605,Republic of Korea,Summer,1988,Archery,Women,BRONZE,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10606,Republic of Korea,Summer,1988,Archery,Men,GOLD,GameTeam,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10607,Republic of Korea,Summer,1988,Archery,Men,SILVER,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10608,Republic of Korea,Summer,1988,Archery,Men,BRONZE,GameTeam,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10610,Republic of Korea,Summer,1988,Weightlifting,Men,SILVER,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10611,Republic of Korea,Summer,1988,Weightlifting,Men,BRONZE,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10615,Republic of Korea,Summer,1988,Weightlifting,Men,GOLD,Athlete,Turkey,TUR,1988.0,52053764.0,90852814004.9917
10617,Republic of Korea,Summer,1988,Weightlifting,Men,BRONZE,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10620,Republic of Korea,Summer,1988,Weightlifting,Men,BRONZE,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10622,Republic of Korea,Summer,1988,Weightlifting,Men,SILVER,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10626,Republic of Korea,Summer,1988,Weightlifting,Men,BRONZE,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10637,Republic of Korea,Summer,1988,Weightlifting,Men,SILVER,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10638,Republic of Korea,Summer,1988,Weightlifting,Men,BRONZE,Athlete,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10639,Republic of Korea,Summer,1988,Judo,Men,GOLD,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10640,Republic of Korea,Summer,1988,Judo,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10641,Republic of Korea,Summer,1988,Judo,Men,BRONZE,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
10643,Republic of Korea,Summer,1988,Judo,Men,GOLD,Athlete,Austria,AUT,1988.0,7585317.0,133339397080.129
10646,Republic of Korea,Summer,1988,Judo,Men,BRONZE,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
10647,Republic of Korea,Summer,1988,Judo,Men,GOLD,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
10649,Republic of Korea,Summer,1988,Judo,Men,BRONZE,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10651,Republic of Korea,Summer,1988,Judo,Men,GOLD,Athlete,Brazil,BRA,1988.0,143627505.0,308333568571.493
10653,Republic of Korea,Summer,1988,Judo,Men,BRONZE,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10654,Republic of Korea,Summer,1988,Judo,Men,BRONZE,Athlete,Belgium,BEL,1988.0,9901664.0,162299103675.261
10655,Republic of Korea,Summer,1988,Judo,Men,GOLD,Athlete,France,FRA,1988.0,57627106.0,1018847043277.17
10657,Republic of Korea,Summer,1988,Judo,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10659,Republic of Korea,Summer,1988,Judo,Men,GOLD,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10661,Republic of Korea,Summer,1988,Judo,Men,BRONZE,Athlete,Japan,JPN,1988.0,122578000.0,3071683013178.91
10662,Republic of Korea,Summer,1988,Judo,Men,BRONZE,Athlete,France,FRA,1988.0,57627106.0,1018847043277.17
10668,Republic of Korea,Summer,1988,Volleyball,Women,SILVER,GameTeam,Peru,PER,1988.0,21153462.0,15439408447.2288
10669,Republic of Korea,Summer,1988,Volleyball,Women,BRONZE,GameTeam,People's Republic of China,CHN,1988.0,1101630000.0,312353631207.819
10670,Republic of Korea,Summer,1988,Volleyball,Men,GOLD,GameTeam,United States of America,USA,1988.0,244499000.0,5236438000000.0
10672,Republic of Korea,Summer,1988,Volleyball,Men,BRONZE,GameTeam,Argentina,ARG,1988.0,31668939.0,126206817196.091
10674,Republic of Korea,Summer,1988,Equestrian Eventing,Open,SILVER,GameTeam,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10675,Republic of Korea,Summer,1988,Equestrian Eventing,Open,BRONZE,GameTeam,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10676,Republic of Korea,Summer,1988,Equestrian Eventing,Open,GOLD,Athlete,New Zealand,NZL,1988.0,3283400.0,45176811594.2029
10677,Republic of Korea,Summer,1988,Equestrian Eventing,Open,SILVER,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10678,Republic of Korea,Summer,1988,Equestrian Eventing,Open,BRONZE,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10679,Republic of Korea,Summer,1988,Boxing,Men,GOLD,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10682,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,Mexico,MEX,1988.0,80788725.0,181611549975.804
10683,Republic of Korea,Summer,1988,Boxing,Men,GOLD,Athlete,Italy,ITA,1988.0,56629288.0,891608957155.608
10684,Republic of Korea,Summer,1988,Boxing,Men,SILVER,Athlete,Romania,ROU,1988.0,23057662.0,40809523809.5238
10685,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,Morocco,MAR,1988.0,23903592.0,25705296183.5037
10686,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10688,Republic of Korea,Summer,1988,Boxing,Men,SILVER,Athlete,Sweden,SWE,1988.0,8436489.0,206986674500.588
10689,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10691,Republic of Korea,Summer,1988,Boxing,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10696,Republic of Korea,Summer,1988,Boxing,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10699,Republic of Korea,Summer,1988,Boxing,Men,GOLD,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10700,Republic of Korea,Summer,1988,Boxing,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10701,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,Great Britain,GBR,1988.0,56928327.0,910122732123.799
10702,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,Canada,CAN,1988.0,26791747.0,507354351182.254
10703,Republic of Korea,Summer,1988,Boxing,Men,GOLD,Athlete,Kenya,KEN,1988.0,22153685.0,8355380879.12955
10704,Republic of Korea,Summer,1988,Boxing,Men,SILVER,Athlete,France,FRA,1988.0,57627106.0,1018847043277.17
10706,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10707,Republic of Korea,Summer,1988,Boxing,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10709,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,Colombia,COL,1988.0,31822527.0,39212550050.4223
10710,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,Thailand,THA,1988.0,54891520.0,61667199834.7428
10712,Republic of Korea,Summer,1988,Boxing,Men,SILVER,Athlete,Canada,CAN,1988.0,26791747.0,507354351182.254
10713,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,Kenya,KEN,1988.0,22153685.0,8355380879.12955
10714,Republic of Korea,Summer,1988,Boxing,Men,BRONZE,Athlete,Pakistan,PAK,1988.0,101389603.0,38472742808.3167
10715,Republic of Korea,Summer,1988,Boxing,Men,GOLD,Athlete,Canada,CAN,1988.0,26791747.0,507354351182.254
10716,Republic of Korea,Summer,1988,Boxing,Men,SILVER,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10719,Republic of Korea,Summer,1988,Boxing,Men,GOLD,Athlete,United States of America,USA,1988.0,244499000.0,5236438000000.0
10720,Republic of Korea,Summer,1988,Boxing,Men,SILVER,Athlete,Republic of Korea,KOR,1988.0,42031247.0,199590823957.237
10724,Republic of Korea,Summer,1988,Boxing,Men,SILVER,Athlete,Australia,AUS,1988.0,16532200.0,236065919674.04
